"","STATE","GISJOIN","STATEICP","STATEFIPS","COUNTYFIPS","ALLCOUNTIES","VARIABLE NAME","black_population","total_population","cty_percentage"
"2684","Texas","G4701730","49","48","1010","Cottle",NA,3410,34152,0.0998477395174514
"2685","Texas","G4701750","49","48","1030","Crane",NA,4008,112684,0.0355684924212843
"2686","Texas","G4701770","49","48","1050","Crockett",NA,49190,433692,0.113421506506922
"2687","Texas","G4701790","49","48","1070","Crosby",NA,5734,140290,0.0408724784375223
"2688","Texas","G4701810","49","48","1090","Culberson",NA,598,54034,0.0110671058962875
"2689","Texas","G4701830","49","48","1110","Dallam",NA,3756,171910,0.0218486417311384
"2690","Texas","G4701850","49","48","1130","Dallas",NA,15088754,64628514,0.233468991720899
"2691","Texas","G4701870","49","48","1150","Dawson",NA,59024,1684286,0.0350439295939051
"2692","Texas","G4701890","49","48","1170","Deaf Smith",NA,8656,453840,0.019072800987132
"2693","Texas","G4800010","49","48","1190","Delta",NA,17248,1730710,0.00996585216471853
"2694","Texas","G4800030","49","48","1210","Denton",NA,1926396,19074518,0.100993167953182
"2695","Texas","G4800050","49","48","1230","DeWitt",NA,46338,486822,0.0951846876270998
"2696","Texas","G4800070","49","48","1250","Dickens",NA,2928,53902,0.0543208044228414
"2697","Texas","G4800090","49","48","1270","Dimmit",NA,3872,249144,0.0155412131137013
"2698","Texas","G4800110","49","48","1290","Donley",NA,4462,82776,0.0539045133855224
"2699","Texas","G4800130","49","48","1310","Duval",NA,6718450,22316570,0.301052088201726
"2700","Texas","G4800150","49","48","1330","Eastland",NA,9442,440288,0.0214450541463769
"2701","Texas","G4800170","49","48","1350","Ector",NA,190992,3725940,0.0512600847034574
"2702","Texas","G4800190","49","48","1370","Edwards",NA,2388,273120,0.00874340949033392
"2703","Texas","G4800230","49","48","1410","El Paso",NA,1894422,36317104,0.0521633553159966
"2704","Texas","G4800210","49","48","1390","Ellis",NA,443714,4833484,0.0918000349230493
"2705","Texas","G4800250","49","48","1430","Erath",NA,17268,984166,0.0175458205221477
"2706","Texas","G4800270","49","48","1450","Falls",NA,103900,417372,0.248938596743433
"2707","Texas","G4800290","49","48","1470","Fannin",NA,59426,1423240,0.0417540260251258
"2708","Texas","G4800310","49","48","1490","Fayette",NA,2371166,18674014,0.126976771035943
"2709","Texas","G4800330","49","48","1510","Fisher",NA,3762,92574,0.0406377600622205
"2710","Texas","G4800350","49","48","1530","Floyd",NA,473650,5966948,0.0793789387807636
"2711","Texas","G4800370","49","48","1550","Foard",NA,1450,29584,0.0490129799891833
"2712","Texas","G4800390","49","48","1570","Fort Bend",NA,3693872,17320066,0.21327124273083
"2713","Texas","G4800410","49","48","1590","Franklin",NA,8205618,53658684,0.152922460789385
"2714","Texas","G4800430","49","48","1610","Freestone",NA,76394,473016,0.161504050602939
"2715","Texas","G4800450","49","48","1630","Frio",NA,18416,459554,0.0400736366128899
"2716","Texas","G4800470","49","48","1650","Gaines",NA,10408,478828,0.0217364063922745
"2717","Texas","G4800490","49","48","1670","Galveston",NA,1046902,7725612,0.135510558904589
"2718","Texas","G4800510","49","48","1690","Garza",NA,11366,152390,0.0745849465188004
"2719","Texas","G4800530","49","48","1710","Gillespie",NA,3662,624348,0.00586531870046833
"2720","Texas","G4800550","49","48","1730","Glasscock",NA,524,32312,0.0162168853676653
"2721","Texas","G4800570","49","48","1750","Goliad",NA,9260,179516,0.0515831457920185
"2722","Texas","G4800590","49","48","1770","Gonzales",NA,36990,491100,0.0753207086133171
"2723","Texas","G4800610","49","48","1790","Gray",NA,30692,684114,0.0448638677179534
"2724","Texas","G4800630","49","48","1810","Grayson",NA,213030,4083748,0.0521653148039497
"2725","Texas","G4800650","49","48","1830","Gregg",NA,614298,2961598,0.207421128728477
"2726","Texas","G4800670","49","48","1850","Grimes",NA,106518,665548,0.160045556443713
"2727","Texas","G4800690","49","48","1870","Guadalupe",NA,298952,3773164,0.0792311174388391
"2728","Texas","G4800710","49","48","1890","Hale",NA,258320,1186818,0.217657635795884
"2729","Texas","G4800730","49","48","1910","Hall",NA,423632,6188366,0.06845619667615
"2730","Texas","G4800750","49","48","1930","Hamilton",NA,7236688,37006032,0.195554281529022
"2731","Texas","G4800770","49","48","1950","Hansford",NA,1338,131840,0.0101486650485437
"2732","Texas","G4800790","49","48","1970","Hardeman",NA,265390,716348,0.370476360651527
"2733","Texas","G4800810","49","48","1990","Hardin",NA,439014,5850790,0.0750349952741425
"2734","Texas","G4800830","49","48","2010","Harris",NA,21576130,108910846,0.198108184744061
"2735","Texas","G4800850","49","48","2030","Harrison",NA,1586804,10368244,0.153044623564029
"2736","Texas","G4800870","49","48","2050","Hartley",NA,9790,138736,0.070565678699112
"2737","Texas","G4800890","49","48","2070","Haskell",NA,9120,542816,0.0168012733596652
"2738","Texas","G4800910","49","48","2090","Hays",NA,205194,4795688,0.0427871871564622
"2739","Texas","G4800930","49","48","2110","Hemphill",NA,668,95530,0.00699256777975505
"2740","Texas","G4800950","49","48","2130","Henderson",NA,354562,6580512,0.0538806098978317
"2741","Texas","G4800970","49","48","2150","Hidalgo",NA,164952,20202442,0.00816495352393537
"2742","Texas","G4800990","49","48","2170","Hill",NA,59824,1248766,0.0479064932901761
"2743","Texas","G4801010","49","48","2190","Hockley",NA,23154,553630,0.0418221555912794
"2744","Texas","G4801030","49","48","2210","Hood",NA,11996,1360356,0.00881827992084425
"2745","Texas","G4801050","49","48","2230","Hopkins",NA,136754,1964674,0.0696064588832549
"2746","Texas","G4801070","49","48","2250","Houston",NA,1952204,7327980,0.266404111364933
"2747","Texas","G4801090","49","48","2270","Howard",NA,1725344,11276926,0.152997722961027
"2748","Texas","G4801110","49","48","2290","Hudspeth",NA,2732,97506,0.028018788587369
"2749","Texas","G4801130","49","48","2310","Hunt",NA,184674,2212894,0.0834536132322651
"2750","Texas","G4801150","49","48","2330","Hutchinson",NA,16056,691040,0.0232345450335726
"2751","Texas","G4801170","49","48","2350","Irion",NA,462,37800,0.0122222222222222
"2752","Texas","G4801190","49","48","2370","Jack",NA,8666,214424,0.0404152520240272
"2753","Texas","G4801210","49","48","2390","Jackson",NA,5952394,41466070,0.14354854462938
"2754","Texas","G4801230","49","48","2410","Jasper",NA,797952,7028740,0.11352703329473
"2755","Texas","G4801250","49","48","2430","Jeff Davis",NA,56182,415954,0.135067819999327
"2756","Texas","G4801270","49","48","2450","Jefferson",NA,15107612,76885430,0.19649512267799
"2757","Texas","G4801290","49","48","2470","Jim Hogg",NA,930,125694,0.00739892118955559
"2758","Texas","G4801310","49","48","2490","Jim Wells",NA,9304,986178,0.009434402308711
"2759","Texas","G4801330","49","48","2510","Johnson",NA,1323588,28732174,0.0460664062524472
"2760","Texas","G4801350","49","48","2530","Jones",NA,797944,3555556,0.224421721947285
"2761","Texas","G4801370","49","48","2550","Karnes",NA,32990,366016,0.0901326717957685
"2762","Texas","G4801390","49","48","2570","Kaufman",NA,349884,2878910,0.121533497052704
"2763","Texas","G4801410","49","48","2590","Kendall",NA,221002,3954570,0.0558852163446342
"2764","Texas","G4801430","49","48","2610","Kenedy",NA,362,10036,0.0360701474691112
"2765","Texas","G4801450","49","48","2630","Kent",NA,2842286,23900526,0.118921483150622
"2766","Texas","G4801470","49","48","2650","Kerr",NA,23796,1227480,0.0193860592433278
"2767","Texas","G4801490","49","48","2670","Kimble",NA,648,106554,0.00608142350357565
"2768","Texas","G4801510","49","48","2690","King",NA,3465922,51169326,0.0677343688287002
"2769","Texas","G4801530","49","48","2710","Kinney",NA,1832,87390,0.0209634969676164
"2770","Texas","G4801550","49","48","2730","Kleberg",NA,31454,750994,0.0418831575218976
"2771","Texas","G4801570","49","48","2750","Knox",NA,1136358,16617592,0.0683828318808164
"2772","Texas","G4801650","49","48","2830","La Salle",NA,2272,177666,0.0127880404804521
"2773","Texas","G4801590","49","48","2770","Lamar",NA,629390,3431652,0.183407291881578
"2774","Texas","G4801610","49","48","2790","Lamb",NA,15510,320422,0.0484049160170026
"2775","Texas","G4801630","49","48","2810","Lampasas",NA,19990,495562,0.0403380404470076
"2776","Texas","G4801670","49","48","2850","Lavaca",NA,32222,476012,0.0676915708007361
"2777","Texas","G4801690","49","48","2870","Lee",NA,3977428,28438850,0.139858960541653
"2778","Texas","G4801710","49","48","2890","Leon",NA,2208476,7298942,0.302574811527479
"2779","Texas","G4801730","49","48","2910","Liberty",NA,894686,3734392,0.23958009764374
"2780","Texas","G4801750","49","48","2930","Limestone",NA,401524,2789280,0.14395256123444
"2781","Texas","G4801770","49","48","2950","Lipscomb",NA,1424,80614,0.0176644255340263
"2782","Texas","G4801790","49","48","2970","Live Oak",NA,13960,287960,0.0484789554104737
"2783","Texas","G4801810","49","48","2990","Llano",NA,5372,492270,0.010912710504398
"2784","Texas","G4801830","49","48","3010","Loving",NA,92,2992,0.0307486631016043
"2785","Texas","G4801850","49","48","3030","Lubbock",NA,569220,7177216,0.0793093032172921
"2786","Texas","G4801870","49","48","3050","Lynn",NA,3652,140610,0.0259725481829173
"2787","Texas","G4801950","49","48","3130","Madison",NA,5304308,33135078,0.160081349438803
"2788","Texas","G4801970","49","48","3150","Marion",NA,8719650,48666138,0.179172836767939
"2789","Texas","G4801990","49","48","3170","Martin",NA,475172,5438430,0.0873730102253776
"2790","Texas","G4802010","49","48","3190","Mason",NA,59754,3703608,0.01613399690248
"2791","Texas","G4802030","49","48","3210","Matagorda",NA,100632,880592,0.114277667750786
"2792","Texas","G4802050","49","48","3230","Maverick",NA,7712,1370896,0.00562551790945484
"2793","Texas","G4801890","49","48","3070","McCulloch",NA,5054,194208,0.0260236447520185
"2794","Texas","G4801910","49","48","3090","McLennan",NA,897742,5945296,0.15100038753327
"2795","Texas","G4801930","49","48","3110","McMullen",NA,346,18038,0.0191817274642422
"2796","Texas","G4802070","49","48","3250","Medina",NA,91728,5424632,0.0169095341398274
"2797","Texas","G4802090","49","48","3270","Menard",NA,3346,349306,0.00957899377623058
"2798","Texas","G4802110","49","48","3290","Midland",NA,293632,5865532,0.0500605912643559
"2799","Texas","G4802130","49","48","3310","Milam",NA,58280,589452,0.0988714942013938
"2800","Texas","G4802150","49","48","3330","Mills",NA,3322,476072,0.00697793611050429
"2801","Texas","G4802170","49","48","3350","Mitchell",NA,287382,1515738,0.189598730123544
"2802","Texas","G4802190","49","48","3370","Montague",NA,3120,470194,0.00663555893950157
"2803","Texas","G4802210","49","48","3390","Montgomery",NA,14663838,88804858,0.165124277322756
"2804","Texas","G4802230","49","48","3410","Moore",NA,310918,2961362,0.104991554561719
"2805","Texas","G4802250","49","48","3430","Morris",NA,497924,12283282,0.0405367230028587
"2806","Texas","G4802270","49","48","3450","Motley",NA,752,28584,0.0263084242933109
"2807","Texas","G4802290","49","48","3470","Nacogdoches",NA,287060,1564580,0.183474159199274
"2808","Texas","G4802310","49","48","3490","Navarro",NA,159876,1172246,0.136384342535611
"2809","Texas","G4802330","49","48","3510","Newton",NA,1385122,5324522,0.260140159060287
"2810","Texas","G4802350","49","48","3530","Nolan",NA,18650,360004,0.0518049799446673
"2811","Texas","G4802370","49","48","3550","Nueces",NA,367846,8551470,0.04301552832437
"2812","Texas","G4802390","49","48","3570","Ochiltree",NA,2518,245022,0.0102766282211393
"2813","Texas","G4802410","49","48","3590","Oldham",NA,71408,1599124,0.04465444831045
"2814","Texas","G4802430","49","48","3610","Orange",NA,10403806,122757864,0.0847506274628565
"2815","Texas","G4802450","49","48","3630","Palo Pinto",NA,17018,682260,0.0249435699000381
"2816","Texas","G4802470","49","48","3650","Panola",NA,499472,1385994,0.360370968416891
"2817","Texas","G4802490","49","48","3670","Parker",NA,49390,3124094,0.0158093834564517
"2818","Texas","G4802510","49","48","3690","Parmer",NA,3898,236376,0.016490675872339
"2819","Texas","G4802530","49","48","3710","Pecos",NA,16374,377138,0.043416468242394
"2820","Texas","G4802550","49","48","3730","Polk",NA,3647332,35410710,0.103000815290063
"2821","Texas","G4802570","49","48","3750","Potter",NA,319070,3341502,0.095486999558881
"2822","Texas","G4802590","49","48","3770","Presidio",NA,2194,170864,0.0128406217810656
"2823","Texas","G4802610","49","48","3790","Rains",NA,7140,276966,0.0257793375360153
"2824","Texas","G4802630","49","48","3810","Randall",NA,102028,3150648,0.0323831795871833
"2825","Texas","G4802650","49","48","3830","Reagan",NA,2744,88210,0.0311075841741299
"2826","Texas","G4802670","49","48","3850","Real",NA,830,81290,0.010210357977611
"2827","Texas","G4802690","49","48","3870","Red River",NA,50464,296284,0.170323068407339
"2828","Texas","G4802710","49","48","3890","Reeves",NA,20080,361976,0.0554732910469202
"2829","Texas","G4802730","49","48","3910","Refugio",NA,11520,171746,0.067075797980739
"2830","Texas","G4802750","49","48","3930","Roberts",NA,1292,268256,0.0048162948825003
"2831","Texas","G4802770","49","48","3950","Robertson",NA,212050,2118264,0.100105558136285
"2832","Texas","G4802790","49","48","3970","Rockwall",NA,149992,2239062,0.0669887658314062
"2833","Texas","G4802810","49","48","3990","Runnels",NA,6166,248000,0.0248629032258065
"2834","Texas","G4802830","49","48","4010","Rusk",NA,228628,1630380,0.140229885057471
"2835","Texas","G4802850","49","48","4030","Sabine",NA,17914,252584,0.0709229404871251
"2836","Texas","G4802870","49","48","4050","San Augustine",NA,45118,202932,0.222330632921373
"2837","Texas","G4802890","49","48","4070","San Jacinto",NA,66398,666954,0.0995540921862677
"2838","Texas","G4802910","49","48","4090","San Patricio",NA,32248,1591726,0.0202597683269608
"2839","Texas","G4802930","49","48","4110","San Saba",NA,5276,143920,0.0366592551417454
"2840","Texas","G4802950","49","48","4130","Schleicher",NA,1164,73722,0.0157890453324652
"2841","Texas","G4802970","49","48","4150","Scurry",NA,21374,408692,0.0522985524551496
"2842","Texas","G4802990","49","48","4170","Shackelford",NA,1280,79706,0.0160590168870599
"2843","Texas","G4803010","49","48","4190","Shelby",NA,12929384,32414764,0.398873303535389
"2844","Texas","G4803030","49","48","4210","Sherman",NA,2892,331294,0.0087294065090222
"2845","Texas","G4803050","49","48","4230","Smith",NA,1067096,6309970,0.169112689917702
"2846","Texas","G4803070","49","48","4250","Somervell",NA,2376,210296,0.0112983604062845
"2847","Texas","G4803090","49","48","4270","Starr",NA,4794,1515718,0.0031628574708488
"2848","Texas","G4803110","49","48","4290","Stephens",NA,95198,1904518,0.0499853506241474
"2849","Texas","G4803130","49","48","4310","Sterling",NA,516,30476,0.0169313558209739
"2850","Texas","G4803150","49","48","4330","Stonewall",NA,1150,33552,0.0342751549833095
"2851","Texas","G4803170","49","48","4350","Sutton",NA,942,93120,0.0101159793814433
"2852","Texas","G4803190","49","48","4370","Swisher",NA,15030,181348,0.0828793259368727
"2853","Texas","G4803210","49","48","4390","Tarrant",NA,8051638,47801454,0.168439185971205
"2854","Texas","G4803230","49","48","4410","Taylor",NA,486008,5644554,0.0861021083330942
"2855","Texas","G4803250","49","48","4430","Terrell",NA,129510,234652,0.551923699776691
"2856","Texas","G4803270","49","48","4450","Terry",NA,15028,301016,0.049924256517926
"2857","Texas","G4803290","49","48","4470","Throckmorton",NA,380,37266,0.0101969623785756
"2858","Texas","G4803310","49","48","4490","Titus",NA,79344,783126,0.101317029443538
"2859","Texas","G4803330","49","48","4510","Tom Green",NA,125420,2795104,0.0448713178472071
"2860","Texas","G4803350","49","48","4530","Travis",NA,2544698,28385268,0.0896485458583657
"2861","Texas","G4803370","49","48","4550","Trinity",NA,34520,661790,0.052161561824748
"2862","Texas","G4803390","49","48","4570","Tyler",NA,58456,730274,0.0800466674152441
"2863","Texas","G4803410","49","48","4590","Upshur",NA,86702,1563852,0.0554413077452342
"2864","Texas","G4803430","49","48","4610","Upton",NA,2520,84596,0.0297886424890066
"2865","Texas","G4803450","49","48","4630","Uvalde",NA,7120,643782,0.0110596444137922
"2866","Texas","G4803470","49","48","4650","Val Verde",NA,23064,1175442,0.0196215551256464
"2867","Texas","G4803490","49","48","4670","Van Zandt",NA,37202,1305990,0.0284856698749608
"2868","Texas","G4803510","49","48","4690","Victoria",NA,144256,2178008,0.0662329982259018
"2869","Texas","G4803530","49","48","4710","Walker",NA,561246,4912628,0.114245572838
"2870","Texas","G4803550","49","48","4730","Waller",NA,305878,1196022,0.255746131760118
"2871","Texas","G4803570","49","48","4750","Ward",NA,82254,1903314,0.0432162007950343
"2872","Texas","G4803590","49","48","4770","Washington",NA,3336744,61811224,0.0539828171013083
"2873","Texas","G4803610","49","48","4790","Webb",NA,41274,6441316,0.00640769681226631
"2874","Texas","G4803630","49","48","4810","Wharton",NA,140346,994610,0.141106564382019
"2875","Texas","G4803650","49","48","4830","Wheeler",NA,75548,370594,0.203856511438394
"2876","Texas","G4803670","49","48","4850","Wichita",NA,346648,3220238,0.107646701889736
"2877","Texas","G4803690","49","48","4870","Wilbarger",NA,25678,311362,0.0824699224696655
"2878","Texas","G4803710","49","48","4890","Willacy",NA,13474,521338,0.0258450371927617
"2879","Texas","G4803730","49","48","4910","Williamson",NA,1174766,19293466,0.0608893186947332
"2880","Texas","G4803750","49","48","4930","Wilson",NA,1028712,6463820,0.15914923373485
"2881","Texas","G4803770","49","48","4950","Winkler",NA,5766,184168,0.0313083706181313
"2882","Texas","G4803790","49","48","4970","Wise",NA,75030,2493360,0.0300919241505438
"2883","Texas","G4803810","49","48","4990","Wood",NA,178594,7973770,0.022397686414331
"2884","Texas","G4803830","49","48","5010","Yoakum",NA,2932,201720,0.0145349990085267
"2885","Texas","G4803850","49","48","5030","Young",NA,6758,435268,0.0155260666991371
"2886","Texas","G4803870","49","48","5050","Zapata",NA,1270,342370,0.00370943715862955
"2887","Texas","G4803890","49","48","5070","Zavala",NA,3472,287718,0.0120673715235057
"2888","Utah","G4803910","67","49","10","Beaver",NA,256538,4298186,0.0596851788172964
"2889","Utah","G4803930","67","49","30","Box Elder",NA,6656,1272146,0.00523210386229254
"2890","Utah","G4803950","67","49","50","Cache",NA,27504,2920508,0.0094175396883008
"2891","Utah","G4803970","67","49","70","Carbon",NA,39668,2662006,0.0149015441738298
"2892","Utah","G4803990","67","49","90","Daggett",NA,68,25564,0.00265999061179784
"2893","Utah","G4804010","67","49","110","Davis",NA,111998,8281184,0.0135243945793259
"2894","Utah","G4804030","67","49","130","Duchesne",NA,2184,473812,0.0046094231467333
"2895","Utah","G4804050","67","49","150","Emery",NA,1056,250630,0.00421338227666281
"2896","Utah","G4804070","67","49","170","Garfield",NA,64414,3131352,0.0205706672389434
"2897","Utah","G4804090","67","49","190","Grand",NA,4520,590562,0.0076537264503981
"2898","Utah","G4804110","67","49","210","Iron",NA,12750,1864822,0.00683711367626508
"2899","Utah","G4804130","67","49","230","Juab",NA,1322,264702,0.00499429547188914
"2900","Utah","G4804150","67","49","250","Kane",NA,766174,12823996,0.059745339908091
"2901","Utah","G4804170","67","49","270","Millard",NA,1638,306782,0.0053392963081276
"2902","Utah","G4804190","67","49","290","Morgan",NA,602266,8869524,0.0679028547642467
"2903","Utah","G4804210","67","49","310","Piute",NA,96,35418,0.00271048619346095
"2904","Utah","G4804230","67","49","330","Rich",NA,130,56356,0.00230676414223863
"2905","Utah","G4804250","67","49","350","Salt Lake",NA,542302,26625812,0.0203675290729162
"2906","Utah","G4804270","67","49","370","San Juan",NA,26426,3832560,0.00689513014799507
"2907","Utah","G4804290","67","49","390","Sanpete",NA,7446,704788,0.0105648790842069
"2908","Utah","G4804310","67","49","410","Sevier",NA,47024,3210554,0.0146466933744145
"2909","Utah","G4804330","67","49","430","Summit",NA,1950604,14661722,0.133040580090115
"2910","Utah","G4804350","67","49","450","Tooele",NA,13500,1569870,0.00859943817003956
"2911","Utah","G4804370","67","49","470","Uintah",NA,4842,850810,0.00569104735487359
"2912","Utah","G4804390","67","49","490","Utah",NA,103776,14063874,0.00737890569838723
"2913","Utah","G4804410","67","49","510","Wasatch",NA,4604,714372,0.00644482146556696
"2914","Utah","G4804430","67","49","530","Washington",NA,3336744,61811224,0.0539828171013083
"2915","Utah","G4804450","67","49","550","Wayne",NA,18314310,57520294,0.318397364241567
"2916","Utah","G4804470","67","49","570","Weber",NA,96792,5923642,0.0163399476200621
"2917","Vermont","G4804490","6","50","10","Addison",NA,10150,886444,0.0114502438958355
"2918","Vermont","G4804510","6","50","30","Bennington",NA,9634,866402,0.0111195495855273
"2919","Vermont","G4804530","6","50","50","Caledonia",NA,5594,731628,0.007645962155631
"2920","Vermont","G4804550","6","50","70","Chittenden",NA,93090,3872552,0.0240384118792982
"2921","Vermont","G4804570","6","50","90","Essex",NA,9389242,38946152,0.241082662030385
"2922","Vermont","G4804590","6","50","110","Franklin",NA,8205618,53658684,0.152922460789385
"2923","Vermont","G4804610","6","50","130","Grand Isle",NA,1136,168562,0.00673935999810159
"2924","Vermont","G4804630","6","50","150","Lamoille",NA,5322,603948,0.00881201692860975
"2925","Vermont","G4804650","6","50","170","Orange",NA,10403806,122757864,0.0847506274628565
"2926","Vermont","G4804670","6","50","190","Orleans",NA,67272,1641310,0.0409867727607825
"2927","Vermont","G4804690","6","50","210","Rutland",NA,8966,1428642,0.00627588997103543
"2928","Vermont","G4804710","6","50","230","Washington",NA,3336744,61811224,0.0539828171013083
"2929","Vermont","G4804730","6","50","250","Windham",NA,97702,3849258,0.0253820346674606
"2930","Vermont","G4804750","6","50","270","Windsor",NA,10676,1335446,0.00799433297939415
"2931","Virginia","G4804770","40","51","10","Accomack",NA,226556,787340,0.287748621942236
"2932","Virginia","G4804790","40","51","30","Albemarle",NA,246552,2533874,0.097302391515916
"2933","Virginia","G4804810","40","51","5100","Alexandria city",NA,NA,NA,NA
"2934","Virginia","G4804830","40","51","50","Alleghany",NA,21794,635324,0.0343037568232902
"2935","Virginia","G4804850","40","51","70","Amelia",NA,66328,308552,0.214965386709534
"2936","Virginia","G4804870","40","51","90","Amherst",NA,147034,768350,0.191363310991085
"2937","Virginia","G4804890","40","51","110","Appomattox",NA,71598,373360,0.19176665952432
"2938","Virginia","G4804910","40","51","130","Arlington",NA,513962,5498626,0.0934709871156904
"2939","Virginia","G4804930","40","51","150","Augusta",NA,76496,1796466,0.0425813792189777
"2940","Virginia","G4804950","40","51","170","Bath",NA,8826,398100,0.0221703089675961
"2941","Virginia","G4804990","40","51","190","Bedford",NA,232774,4171618,0.0557994523947303
"2942","Virginia","G4804970","40","51","5150","Bedford City",NA,NA,NA,NA
"2943","Virginia","G4805010","40","51","210","Bland",NA,5826,155994,0.0373475902919343
"2944","Virginia","G4805030","40","51","230","Botetourt",NA,25914,799266,0.0324222474120005
"2945","Virginia","G4805050","40","51","5200","Bristol City",NA,NA,NA,NA
"2946","Virginia","G4805070","40","51","250","Brunswick",NA,547578,3440198,0.15917048960554
"2947","Virginia","G4900010","40","51","270","Buchanan",NA,142344,3171602,0.044880788951451
"2948","Virginia","G4900030","40","51","290","Buckingham",NA,140650,410200,0.342881521209166
"2949","Virginia","G4900050","40","51","5300","Buena Vista City",NA,NA,NA,NA
"2950","Virginia","G4900070","40","51","310","Campbell",NA,269116,5682434,0.0473592830114701
"2951","Virginia","G4900090","40","51","330","Caroline",NA,312838,1510244,0.207144011166408
"2952","Virginia","G4900110","40","51","350","Carroll",NA,868206,12727756,0.0682135955466148
"2953","Virginia","G4900130","40","51","360","Charles City",NA,78412,168726,0.464729798608395
"2954","Virginia","G4900150","40","51","370","Charlotte",NA,337392,4514574,0.0747339616096668
"2955","Virginia","G4900170","40","51","5400","Charlottesville City",NA,NA,NA,NA
"2956","Virginia","G4900190","40","51","5500","Chesapeake City",NA,NA,NA,NA
"2957","Virginia","G4900210","40","51","410","Chesterfield",NA,2284298,9217538,0.247820838926837
"2958","Virginia","G4900230","40","51","430","Clarke",NA,1241488,4507316,0.275438420558931
"2959","Virginia","G4900250","40","51","5600","Clifton Forge City",NA,NA,NA,NA
"2960","Virginia","G4900270","40","51","5700","Colonial Heights City",NA,NA,NA,NA
"2961","Virginia","G4900290","40","51","5800","Covington City",NA,NA,NA,NA
"2962","Virginia","G4900310","40","51","450","Craig",NA,11286,471950,0.0239135501642123
"2963","Virginia","G4900330","40","51","470","Culpeper",NA,183188,1205012,0.152021722605252
"2964","Virginia","G4900350","40","51","490","Cumberland",NA,4396326,26604214,0.165249234576146
"2965","Virginia","G4900370","40","51","5900","Danville City",NA,NA,NA,NA
"2966","Virginia","G4900390","40","51","510","Dickenson",NA,1586,360332,0.0044014963977665
"2967","Virginia","G4900410","40","51","530","Dinwiddie",NA,221988,681792,0.325594902844269
"2968","Virginia","G4900430","40","51","550","Elizabeth City",NA,NA,NA,NA
"2969","Virginia","G4900450","40","51","5950","Emporia City",NA,NA,NA,NA
"2970","Virginia","G4900470","40","51","570","Essex",NA,9389242,38946152,0.241082662030385
"2971","Virginia","G4900510","40","51","590","Fairfax",NA,2778656,27239490,0.102008370934992
"2972","Virginia","G4900490","40","51","6000","Fairfax City",NA,NA,NA,NA
"2973","Virginia","G4900530","40","51","6100","Falls Church City",NA,NA,NA,NA
"2974","Virginia","G4900550","40","51","610","Fauquier",NA,131432,1649880,0.0796615511431134
"2975","Virginia","G4900570","40","51","630","Floyd",NA,473650,5966948,0.0793789387807636
"2976","Virginia","G5000010","40","51","650","Fluvanna",NA,96638,634754,0.152244806649505
"2977","Virginia","G5000050","40","51","670","Franklin",NA,8205618,53658684,0.152922460789385
"2978","Virginia","G5000030","40","51","6200","Franklin City",NA,NA,NA,NA
"2979","Virginia","G5000070","40","51","690","Frederick",NA,679792,8004336,0.0849279690407799
"2980","Virginia","G5000090","40","51","6300","Fredericksburg City",NA,NA,NA,NA
"2981","Virginia","G5000110","40","51","6400","Galax City",NA,NA,NA,NA
"2982","Virginia","G5000130","40","51","710","Giles",NA,78380,1106872,0.0708121625626089
"2983","Virginia","G5000150","40","51","730","Gloucester",NA,833902,7876084,0.105877743304922
"2984","Virginia","G5000170","40","51","750","Goochland",NA,92158,545382,0.168978807514733
"2985","Virginia","G5000190","40","51","770","Grayson",NA,213030,4083748,0.0521653148039497
"2986","Virginia","G5000210","40","51","790","Greene",NA,1281880,18860946,0.0679647775885685
"2987","Virginia","G5000230","40","51","810","Greensville",NA,166792,278684,0.598498657978212
"2988","Virginia","G5000250","40","51","830","Halifax",NA,973778,2084974,0.467045632223711
"2989","Virginia","G5000270","40","51","6500","Hampton City",NA,NA,NA,NA
"2990","Virginia","G5100010","40","51","850","Hanover",NA,235412,2493770,0.0944000449119205
"2991","Virginia","G5100030","40","51","6600","Harrisonburg City",NA,NA,NA,NA
"2992","Virginia","G5105100","40","51","870","Henrico",NA,2351332,7764414,0.302834444428131
"2993","Virginia","G5100050","40","51","890","Henry",NA,2850166,12125520,0.235055156397416
"2994","Virginia","G5100070","40","51","910","Highland",NA,15372,1089118,0.0141141731199007
"2995","Virginia","G5100090","40","51","6700","Hopewell City",NA,NA,NA,NA
"2996","Virginia","G5100110","40","51","930","Isle Of Wight",NA,NA,NA,NA
"2997","Virginia","G5100130","40","51","950","James City",NA,238228,1757742,0.135530697906746
"2998","Virginia","G5100150","40","51","970","King And Queen",NA,NA,NA,NA
"2999","Virginia","G5100170","40","51","990","King George",NA,103646,617826,0.167759207284899
"3000","Virginia","G5105150","40","51","1010","King William",NA,65942,397986,0.165689245350339
"3001","Virginia","G5100190","40","51","1030","Lancaster",NA,1475692,22601546,0.0652916397842873
"3002","Virginia","G5100210","40","51","1050","Lee",NA,3977428,28438850,0.139858960541653
"3003","Virginia","G5100230",NA,"51","6780","Lexington City",NA,NA,NA,NA
"3004","Virginia","G5105200","40","51","1070","Loudoun",NA,705594,9027776,0.0781581200065221
"3005","Virginia","G5100250","40","51","1090","Louisa",NA,141254,1116552,0.126509110189225
"3006","Virginia","G5100270","40","51","1110","Lunenburg",NA,101890,299112,0.340641632565728
"3007","Virginia","G5100290","40","51","6800","Lynchburg City",NA,NA,NA,NA
