,STATE,GISJOIN,STATEICP,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,EPLRA2
1596,Missouri,G2900570,34,29,1750,Randolph,0
1597,Missouri,G2900590,34,29,1770,Ray,0
1598,Missouri,G2900610,34,29,1790,Reynolds,0
1599,Missouri,G2900630,34,29,1810,Ripley,0
1600,Missouri,G2900750,34,29,1950,Saline,0
1601,Missouri,G2900770,34,29,1970,Schuyler,0
1602,Missouri,G2900790,34,29,1990,Scotland,0
1603,Missouri,G2900810,34,29,2010,Scott,1
1604,Missouri,G2900830,34,29,2030,Shannon,0
1605,Missouri,G2900850,34,29,2050,Shelby,0
1606,Missouri,G2900650,34,29,1830,St Charles,0
1607,Missouri,G2900670,34,29,1850,St Clair,0
1608,Missouri,G2900710,34,29,1870,St Francois,0
1609,Missouri,G2900730,34,29,1890,St Louis,1
1610,Missouri,G2901110,34,29,5100,St Louis City,1
1611,Missouri,G2900690,34,29,1860,Ste Genevieve,0
1612,Missouri,G2900870,34,29,2070,Stoddard,0
1613,Missouri,G2900890,34,29,2090,Stone,0
1614,Missouri,G2900910,34,29,2110,Sullivan,0
1615,Missouri,G2900930,34,29,2130,Taney,0
1616,Missouri,G2900950,34,29,2150,Texas,0
1617,Missouri,G2900970,34,29,2170,Vernon,0
1618,Missouri,G2900990,34,29,2190,Warren,0
1619,Missouri,G2901010,34,29,2210,Washington,0
1620,Missouri,G2901030,34,29,2230,Wayne,0
1621,Missouri,G2901050,34,29,2250,Webster,0
1622,Missouri,G2901070,34,29,2270,Worth,0
1623,Missouri,G2901090,34,29,2290,Wright,0
1624,Montana,G2901130,64,30,10,Beaverhead,0
1625,Montana,G2901150,64,30,30,Big Horn,0
1626,Montana,G2901170,64,30,50,Blaine,0
1627,Montana,G2901190,64,30,70,Broadwater,0
1628,Montana,G2901210,64,30,90,Carbon,0
1629,Montana,G2901230,64,30,110,Carter,0
1630,Montana,G2901250,64,30,130,Cascade,0
1631,Montana,G2901270,64,30,150,Chouteau,0
1632,Montana,G2901290,64,30,170,Custer,0
1633,Montana,G2901310,64,30,190,Daniels,0
1634,Montana,G2901330,64,30,210,Dawson,0
1635,Montana,G2901350,64,30,230,Deer Lodge,0
1636,Montana,G2901370,64,30,250,Fallon,0
1637,Montana,G2901390,64,30,270,Fergus,0
1638,Montana,G2901410,64,30,290,Flathead,0
1639,Montana,G2901430,64,30,310,Gallatin,0
1640,Montana,G2901450,64,30,330,Garfield,0
1641,Montana,G2901470,64,30,350,Glacier,0
1642,Montana,G2901490,64,30,370,Golden Valley,0
1643,Montana,G2901510,64,30,390,Granite,0
1644,Montana,G2901530,64,30,410,Hill,0
1645,Montana,G2901550,64,30,430,Jefferson,0
1646,Montana,G2901570,64,30,450,Judith Basin,0
1647,Montana,G2901590,64,30,470,Lake,0
1648,Montana,G2901610,64,30,490,Lewis And Clark,0
1649,Montana,G2901630,64,30,510,Liberty,0
1650,Montana,G2901650,64,30,530,Lincoln,0
1651,Montana,G2901690,64,30,570,Madison,0
1652,Montana,G2901670,64,30,550,McCone,0
1653,Montana,G2901710,64,30,590,Meagher,0
1654,Montana,G2901730,64,30,610,Mineral,0
1655,Montana,G2901750,64,30,630,Missoula,0
1656,Montana,G2901770,64,30,650,Musselshell,0
1657,Montana,G2901790,64,30,670,Park,0
1658,Montana,G2901810,64,30,690,Petroleum,0
1659,Montana,G2901830,64,30,710,Phillips,0
1660,Montana,G2901850,64,30,730,Pondera,0
1661,Montana,G2901860,64,30,750,Powder River,0
1662,Montana,G2901870,64,30,770,Powell,0
1663,Montana,G2901890,64,30,790,Prairie,0
1664,Montana,G2901950,64,30,810,Ravalli,0
1665,Montana,G2901970,64,30,830,Richland,0
1666,Montana,G2901990,64,30,850,Roosevelt,0
1667,Montana,G2902010,64,30,870,Rosebud,0
1668,Montana,G2902030,64,30,890,Sanders,0
1669,Montana,G2902050,64,30,910,Sheridan,0
1670,Montana,G2902070,64,30,930,Silver Bow,0
1671,Montana,G2902090,64,30,950,Stillwater,0
1672,Montana,G2902110,64,30,970,Sweet Grass,0
1673,Montana,G2902130,64,30,990,Teton,0
1674,Montana,G2902150,64,30,1010,Toole,0
1675,Montana,G2902170,64,30,1030,Treasure,0
1676,Montana,G2902190,64,30,1050,Valley,0
1677,Montana,G2902210,64,30,1070,Wheatland,0
1678,Montana,G2902230,64,30,1090,Wibaux,0
1679,Montana,G2902250,64,30,1110,Yellowstone,0
1680,Montana,G2902270,64,30,1130,Yellowstone National Park,0
1681,Nebraska,G2902290,35,31,10,Adams,0
1682,Nebraska,G2905100,35,31,30,Antelope,0
1683,Nebraska,G3000010,35,31,50,Arthur,0
1684,Nebraska,G3000030,35,31,70,Banner,0
1685,Nebraska,G3000050,35,31,90,Blaine,0
1686,Nebraska,G3000070,35,31,110,Boone,0
1687,Nebraska,G3000090,35,31,130,Box Butte,0
1688,Nebraska,G3000110,35,31,150,Boyd,0
1689,Nebraska,G3000130,35,31,170,Brown,0
1690,Nebraska,G3000150,35,31,190,Buffalo,0
1691,Nebraska,G3000170,35,31,210,Burt,0
1692,Nebraska,G3000190,35,31,230,Butler,0
1693,Nebraska,G3000210,35,31,250,Cass,0
1694,Nebraska,G3000230,35,31,270,Cedar,0
1695,Nebraska,G3000250,35,31,290,Chase,0
1696,Nebraska,G3000270,35,31,310,Cherry,0
1697,Nebraska,G3000290,35,31,330,Cheyenne,0
1698,Nebraska,G3000310,35,31,350,Clay,0
1699,Nebraska,G3000330,35,31,370,Colfax,0
1700,Nebraska,G3000350,35,31,390,Cuming,0
1701,Nebraska,G3000370,35,31,410,Custer,0
1702,Nebraska,G3000390,35,31,430,Dakota,0
1703,Nebraska,G3000410,35,31,450,Dawes,0
1704,Nebraska,G3000430,35,31,470,Dawson,0
1705,Nebraska,G3000450,35,31,490,Deuel,0
1706,Nebraska,G3000470,35,31,510,Dixon,0
1707,Nebraska,G3000490,35,31,530,Dodge,0
1708,Nebraska,G3000510,35,31,550,Douglas,0
1709,Nebraska,G3000530,35,31,570,Dundy,0
1710,Nebraska,G3000550,35,31,590,Fillmore,0
1711,Nebraska,G3000570,35,31,610,Franklin,0
1712,Nebraska,G3000590,35,31,630,Frontier,0
1713,Nebraska,G3000610,35,31,650,Furnas,0
1714,Nebraska,G3000630,35,31,670,Gage,0
1715,Nebraska,G3000650,35,31,690,Garden,0
1716,Nebraska,G3000670,35,31,710,Garfield,0
1717,Nebraska,G3000690,35,31,730,Gosper,0
1718,Nebraska,G3000710,35,31,750,Grant,0
1719,Nebraska,G3000730,35,31,770,Greeley,0
1720,Nebraska,G3000750,35,31,790,Hall,0
1721,Nebraska,G3000770,35,31,810,Hamilton,0
1722,Nebraska,G3000790,35,31,830,Harlan,0
1723,Nebraska,G3000810,35,31,850,Hayes,0
1724,Nebraska,G3000830,35,31,870,Hitchcock,0
1725,Nebraska,G3000850,35,31,890,Holt,0
1726,Nebraska,G3000870,35,31,910,Hooker,0
1727,Nebraska,G3000890,35,31,930,Howard,0
1728,Nebraska,G3000910,35,31,950,Jefferson,0
1729,Nebraska,G3000930,35,31,970,Johnson,0
1730,Nebraska,G3000950,35,31,990,Kearney,0
1731,Nebraska,G3000970,35,31,1010,Keith,0
1732,Nebraska,G3000990,35,31,1030,Keya Paha,0
1733,Nebraska,G3001010,35,31,1050,Kimball,0
1734,Nebraska,G3001030,35,31,1070,Knox,0
1735,Nebraska,G3001050,35,31,1090,Lancaster,0
1736,Nebraska,G3001070,35,31,1110,Lincoln,0
1737,Nebraska,G3001090,35,31,1130,Logan,0
1738,Nebraska,G3001110,35,31,1150,Loup,0
1739,Nebraska,G3100010,35,31,1190,Madison,0
1740,Nebraska,G3001130,35,31,1170,McPherson,0
1741,Nebraska,G3100030,35,31,1210,Merrick,0
1742,Nebraska,G3100050,35,31,1230,Morrill,0
1743,Nebraska,G3100070,35,31,1250,Nance,0
1744,Nebraska,G3100090,35,31,1270,Nemaha,0
1745,Nebraska,G3100110,35,31,1290,Nuckolls,0
1746,Nebraska,G3100130,35,31,1310,Otoe,0
1747,Nebraska,G3100150,35,31,1330,Pawnee,0
1748,Nebraska,G3100170,35,31,1350,Perkins,0
1749,Nebraska,G3100190,35,31,1370,Phelps,0
1750,Nebraska,G3100210,35,31,1390,Pierce,0
1751,Nebraska,G3100230,35,31,1410,Platte,0
1752,Nebraska,G3100250,35,31,1430,Polk,0
1753,Nebraska,G3100270,35,31,1450,Red Willow,0
1754,Nebraska,G3100290,35,31,1470,Richardson,0
1755,Nebraska,G3100310,35,31,1490,Rock,0
1756,Nebraska,G3100330,35,31,1510,Saline,0
1757,Nebraska,G3100350,35,31,1530,Sarpy,0
1758,Nebraska,G3100370,35,31,1550,Saunders,0
1759,Nebraska,G3100390,35,31,1570,Scotts Bluff,0
1760,Nebraska,G3100410,35,31,1590,Seward,0
1761,Nebraska,G3100430,35,31,1610,Sheridan,0
1762,Nebraska,G3100450,35,31,1630,Sherman,0
1763,Nebraska,G3100470,35,31,1650,Sioux,0
1764,Nebraska,G3100490,35,31,1670,Stanton,0
1765,Nebraska,G3100510,35,31,1690,Thayer,0
1766,Nebraska,G3100530,35,31,1710,Thomas,0
1767,Nebraska,G3100550,35,31,1730,Thurston,0
1768,Nebraska,G3100570,35,31,1750,Valley,0
1769,Nebraska,G3100590,35,31,1770,Washington,0
1770,Nebraska,G3100610,35,31,1790,Wayne,0
1771,Nebraska,G3100630,35,31,1810,Webster,0
1772,Nebraska,G3100650,35,31,1830,Wheeler,0
1773,Nebraska,G3100670,35,31,1850,York,0
1774,Nevada,G3101030,,32,510,Carson City,0
1775,Nevada,G3100690,65,32,10,Churchill,0
1776,Nevada,G3100710,65,32,30,Clark,0
1777,Nevada,G3100730,65,32,50,Douglas,0
1778,Nevada,G3100750,65,32,70,Elko,0
1779,Nevada,G3100770,65,32,90,Esmeralda,0
1780,Nevada,G3100790,65,32,110,Eureka,0
1781,Nevada,G3100810,65,32,130,Humboldt,0
1782,Nevada,G3100830,65,32,150,Lander,0
1783,Nevada,G3100850,65,32,170,Lincoln,0
1784,Nevada,G3100870,65,32,190,Lyon,0
1785,Nevada,G3100890,65,32,210,Mineral,0
1786,Nevada,G3100910,65,32,230,Nye,0
1787,Nevada,G3100930,65,32,250,Ormsby,0
1788,Nevada,G3100950,65,32,270,Pershing,0
1789,Nevada,G3100970,65,32,290,Storey,0
1790,Nevada,G3100990,65,32,310,Washoe,0
1791,Nevada,G3101010,65,32,330,White Pine,0
1792,New Hampshire,G3101050,4,33,10,Belknap,0
1793,New Hampshire,G3101070,4,33,30,Carroll,0
1794,New Hampshire,G3101090,4,33,50,Cheshire,0
1795,New Hampshire,G3101110,4,33,70,Coos,0
1796,New Hampshire,G3101130,4,33,90,Grafton,0
1797,New Hampshire,G3101150,4,33,110,Hillsborough,0
1798,New Hampshire,G3101170,4,33,130,Merrimack,0
1799,New Hampshire,G3101190,4,33,150,Rockingham,0
1800,New Hampshire,G3101210,4,33,170,Strafford,0
1801,New Hampshire,G3101230,4,33,190,Sullivan,0
1802,New Jersey,G3101250,12,34,10,Atlantic,1
1803,New Jersey,G3101270,12,34,30,Bergen,1
1804,New Jersey,G3101290,12,34,50,Burlington,1
1805,New Jersey,G3101310,12,34,70,Camden,1
1806,New Jersey,G3101330,12,34,90,Cape May,0
1807,New Jersey,G3101350,12,34,110,Cumberland,1
1808,New Jersey,G3101370,12,34,130,Essex,1
1809,New Jersey,G3101390,12,34,150,Gloucester,0
1810,New Jersey,G3101410,12,34,170,Hudson,1
1811,New Jersey,G3101430,12,34,190,Hunterdon,0
1812,New Jersey,G3101450,12,34,210,Mercer,1
1813,New Jersey,G3101470,12,34,230,Middlesex,1
1814,New Jersey,G3101490,12,34,250,Monmouth,1
1815,New Jersey,G3101510,12,34,270,Morris,0
1816,New Jersey,G3101530,12,34,290,Ocean,0
1817,New Jersey,G3101550,12,34,310,Passaic,1
1818,New Jersey,G3101570,12,34,330,Salem,0
1819,New Jersey,G3101590,12,34,350,Somerset,0
1820,New Jersey,G3101610,12,34,370,Sussex,0
1821,New Jersey,G3101630,12,34,390,Union,1
1822,New Jersey,G3101650,12,34,410,Warren,0
1823,New Mexico,G3101670,66,35,10,Bernalillo,0
1824,New Mexico,G3101690,66,35,30,Catron,0
1825,New Mexico,G3101710,66,35,50,Chaves,0
1826,New Mexico,G3101730,,35,60,Cibola,0
1827,New Mexico,G3101750,66,35,70,Colfax,0
1828,New Mexico,G3101770,66,35,90,Curry,0
1829,New Mexico,G3101790,66,35,110,De Baca,0
1830,New Mexico,G3101810,66,35,130,Dona Ana,0
1831,New Mexico,G3101830,66,35,150,Eddy,0
1832,New Mexico,G3101850,66,35,170,Grant,0
1833,New Mexico,G3200010,66,35,190,Guadalupe,0
1834,New Mexico,G3200030,66,35,210,Harding,0
1835,New Mexico,G3200050,66,35,230,Hidalgo,0
1836,New Mexico,G3200070,66,35,250,Lea,0
1837,New Mexico,G3200090,66,35,270,Lincoln,0
1838,New Mexico,G3200110,66,35,280,Los Alamos,0
1839,New Mexico,G3200130,66,35,290,Luna,0
1840,New Mexico,G3200150,66,35,310,McKinley,0
1841,New Mexico,G3200170,66,35,330,Mora,0
1842,New Mexico,G3200190,66,35,350,Otero,0
1843,New Mexico,G3200210,66,35,370,Quay,0
1844,New Mexico,G3200230,66,35,390,Rio Arriba,0
1845,New Mexico,G3200250,66,35,410,Roosevelt,0
1846,New Mexico,G3200290,66,35,450,San Juan,0
1847,New Mexico,G3200310,66,35,470,San Miguel,0
1848,New Mexico,G3200270,66,35,430,Sandoval,0
1849,New Mexico,G3200330,66,35,490,Santa Fe,0
1850,New Mexico,G3205100,66,35,510,Sierra,0
1851,New Mexico,G3300010,66,35,530,Socorro,0
1852,New Mexico,G3300030,66,35,550,Taos,0
1853,New Mexico,G3300050,66,35,570,Torrance,0
1854,New Mexico,G3300070,66,35,590,Union,0
1855,New Mexico,G3300090,66,35,610,Valencia,0
1856,New York,G3300110,13,36,10,Albany,1
1857,New York,G3300130,13,36,30,Allegany,0
1858,New York,G3300150,13,36,50,Bronx,0
1859,New York,G3300170,13,36,70,Broome,0
1860,New York,G3300190,13,36,90,Cattaraugus,0
1861,New York,G3400010,13,36,110,Cayuga,0
1862,New York,G3400030,13,36,130,Chautauqua,0
1863,New York,G3400050,13,36,150,Chemung,0
1864,New York,G3400070,13,36,170,Chenango,0
1865,New York,G3400090,13,36,190,Clinton,0
1866,New York,G3400110,13,36,210,Columbia,0
1867,New York,G3400130,13,36,230,Cortland,0
1868,New York,G3400150,13,36,250,Delaware,0
1869,New York,G3400170,13,36,270,Dutchess,0
1870,New York,G3400190,13,36,290,Erie,1
1871,New York,G3400210,13,36,310,Essex,0
1872,New York,G3400230,13,36,330,Franklin,0
1873,New York,G3400250,13,36,350,Fulton,0
1874,New York,G3400270,13,36,370,Genesee,0
1875,New York,G3400290,13,36,390,Greene,0
1876,New York,G3400310,13,36,410,Hamilton,0
1877,New York,G3400330,13,36,430,Herkimer,0
1878,New York,G3400350,13,36,450,Jefferson,0
1879,New York,G3400370,13,36,470,Kings,0
1880,New York,G3400390,13,36,490,Lewis,0
1881,New York,G3400410,13,36,510,Livingston,0
1882,New York,G3500010,13,36,530,Madison,0
1883,New York,G3500030,13,36,550,Monroe,0
1884,New York,G3500050,13,36,570,Montgomery,0
1885,New York,G3500060,13,36,590,Nassau,1
1886,New York,G3500070,13,36,610,New York,0
1887,New York,G3500090,13,36,630,Niagara,0
1888,New York,G3500110,13,36,650,Oneida,0
1889,New York,G3500130,13,36,670,Onondaga,1
1890,New York,G3500150,13,36,690,Ontario,0
1891,New York,G3500170,13,36,710,Orange,0
1892,New York,G3500190,13,36,730,Orleans,0
1893,New York,G3500210,13,36,750,Oswego,0
1894,New York,G3500230,13,36,770,Otsego,0
1895,New York,G3500250,13,36,790,Putnam,0
1896,New York,G3500270,13,36,810,Queens,1
1897,New York,G3500280,13,36,830,Rensselaer,0
1898,New York,G3500290,13,36,850,Richmond,0
1899,New York,G3500310,13,36,870,Rockland,1
1900,New York,G3500350,13,36,910,Saratoga,0
1901,New York,G3500370,13,36,930,Schenectady,0
1902,New York,G3500390,13,36,950,Schoharie,0
1903,New York,G3500410,13,36,970,Schuyler,0
1904,New York,G3500430,13,36,990,Seneca,0
1905,New York,G3500330,13,36,890,St Lawrence,0
1906,New York,G3500450,13,36,1010,Steuben,0
1907,New York,G3500470,13,36,1030,Suffolk,1
1908,New York,G3500490,13,36,1050,Sullivan,0
1909,New York,G3500510,13,36,1070,Tioga,0
1910,New York,G3500530,13,36,1090,Tompkins,0
1911,New York,G3500550,13,36,1110,Ulster,0
1912,New York,G3500570,13,36,1130,Warren,0
1913,New York,G3500590,13,36,1150,Washington,0
1914,New York,G3500610,13,36,1170,Wayne,0
1915,New York,G3600010,13,36,1190,Westchester,1
1916,New York,G3600030,13,36,1210,Wyoming,0
1917,New York,G3600050,13,36,1230,Yates,0
1918,North Carolina,G3600070,47,37,10,Alamance,0
1919,North Carolina,G3600090,47,37,30,Alexander,0
1920,North Carolina,G3600110,47,37,50,Alleghany,0
1921,North Carolina,G3600130,47,37,70,Anson,0
1922,North Carolina,G3600150,47,37,90,Ashe,0
1923,North Carolina,G3600170,47,37,110,Avery,0
1924,North Carolina,G3600190,47,37,130,Beaufort,1
1925,North Carolina,G3600210,47,37,150,Bertie,0
1926,North Carolina,G3600230,47,37,170,Bladen,0
1927,North Carolina,G3600250,47,37,190,Brunswick,1
1928,North Carolina,G3600270,47,37,210,Buncombe,0
1929,North Carolina,G3600290,47,37,230,Burke,0
1930,North Carolina,G3600310,47,37,250,Cabarrus,1
1931,North Carolina,G3600330,47,37,270,Caldwell,0
1932,North Carolina,G3600350,47,37,290,Camden,0
1933,North Carolina,G3600370,47,37,310,Carteret,0
1934,North Carolina,G3600390,47,37,330,Caswell,0
1935,North Carolina,G3600410,47,37,350,Catawba,0
1936,North Carolina,G3600430,47,37,370,Chatham,0
1937,North Carolina,G3600450,47,37,390,Cherokee,0
1938,North Carolina,G3600470,47,37,410,Chowan,0
1939,North Carolina,G3600490,47,37,430,Clay,0
1940,North Carolina,G3600510,47,37,450,Cleveland,1
1941,North Carolina,G3600530,47,37,470,Columbus,1
1942,North Carolina,G3600550,47,37,490,Craven,1
1943,North Carolina,G3600570,47,37,510,Cumberland,1
1944,North Carolina,G3600590,47,37,530,Currituck,0
1945,North Carolina,G3600610,47,37,550,Dare,0
1946,North Carolina,G3600630,47,37,570,Davidson,0
1947,North Carolina,G3600650,47,37,590,Davie,0
1948,North Carolina,G3600670,47,37,610,Duplin,0
1949,North Carolina,G3600690,47,37,630,Durham,0
1950,North Carolina,G3600710,47,37,650,Edgecombe,0
1951,North Carolina,G3600730,47,37,670,Forsyth,0
1952,North Carolina,G3600750,47,37,690,Franklin,0
1953,North Carolina,G3600770,47,37,710,Gaston,1
1954,North Carolina,G3600790,47,37,730,Gates,0
1955,North Carolina,G3600810,47,37,750,Graham,0
1956,North Carolina,G3600830,47,37,770,Granville,1
1957,North Carolina,G3600850,47,37,790,Greene,0
1958,North Carolina,G3600870,47,37,810,Guilford,0
1959,North Carolina,G3600890,47,37,830,Halifax,0
1960,North Carolina,G3600910,47,37,850,Harnett,0
1961,North Carolina,G3600930,47,37,870,Haywood,0
1962,North Carolina,G3600950,47,37,890,Henderson,0
1963,North Carolina,G3600970,47,37,910,Hertford,0
1964,North Carolina,G3600990,47,37,930,Hoke,0
1965,North Carolina,G3601010,47,37,950,Hyde,0
1966,North Carolina,G3601030,47,37,970,Iredell,1
1967,North Carolina,G3601050,47,37,990,Jackson,0
1968,North Carolina,G3601070,47,37,1010,Johnston,0
1969,North Carolina,G3601090,47,37,1030,Jones,0
1970,North Carolina,G3601110,47,37,1050,Lee,0
1971,North Carolina,G3601130,47,37,1070,Lenoir,0
1972,North Carolina,G3601150,47,37,1090,Lincoln,0
1973,North Carolina,G3601190,47,37,1130,Macon,0
1974,North Carolina,G3601210,47,37,1150,Madison,0
1975,North Carolina,G3601230,47,37,1170,Martin,0
1976,North Carolina,G3601170,47,37,1110,McDowell,0
1977,North Carolina,G3700010,47,37,1190,Mecklenburg,1
1978,North Carolina,G3700030,47,37,1210,Mitchell,0
1979,North Carolina,G3700050,47,37,1230,Montgomery,0
1980,North Carolina,G3700070,47,37,1250,Moore,1
1981,North Carolina,G3700090,47,37,1270,Nash,0
1982,North Carolina,G3700110,47,37,1290,New Hanover,1
1983,North Carolina,G3700130,47,37,1310,Northampton,0
1984,North Carolina,G3700150,47,37,1330,Onslow,1
1985,North Carolina,G3700170,47,37,1350,Orange,0
1986,North Carolina,G3700190,47,37,1370,Pamlico,0
1987,North Carolina,G3700210,47,37,1390,Pasquotank,0
1988,North Carolina,G3700230,47,37,1410,Pender,0
1989,North Carolina,G3700250,47,37,1430,Perquimans,0
1990,North Carolina,G3700270,47,37,1450,Person,0
1991,North Carolina,G3700290,47,37,1470,Pitt,0
1992,North Carolina,G3700310,47,37,1490,Polk,0
1993,North Carolina,G3700330,47,37,1510,Randolph,0
1994,North Carolina,G3700350,47,37,1530,Richmond,1
1995,North Carolina,G3700370,47,37,1550,Robeson,0
1996,North Carolina,G3700390,47,37,1570,Rockingham,0
1997,North Carolina,G3700410,47,37,1590,Rowan,1
1998,North Carolina,G3700430,47,37,1610,Rutherford,0
1999,North Carolina,G3700450,47,37,1630,Sampson,0
2000,North Carolina,G3700470,47,37,1650,Scotland,0
2001,North Carolina,G3700490,47,37,1670,Stanly,0
2002,North Carolina,G3700510,47,37,1690,Stokes,0
2003,North Carolina,G3700530,47,37,1710,Surry,0
2004,North Carolina,G3700550,47,37,1730,Swain,0
2005,North Carolina,G3700570,47,37,1750,Transylvania,0
2006,North Carolina,G3700590,47,37,1770,Tyrrell,0
2007,North Carolina,G3700610,47,37,1790,Union,0
2008,North Carolina,G3700630,47,37,1810,Vance,0
2009,North Carolina,G3700650,47,37,1830,Wake,1
2010,North Carolina,G3700670,47,37,1850,Warren,0
2011,North Carolina,G3700690,47,37,1870,Washington,0
2012,North Carolina,G3700710,47,37,1890,Watauga,0
2013,North Carolina,G3700730,47,37,1910,Wayne,0
2014,North Carolina,G3700750,47,37,1930,Wilkes,0
2015,North Carolina,G3700770,47,37,1950,Wilson,0
2016,North Carolina,G3700790,47,37,1970,Yadkin,0
2017,North Carolina,G3700810,47,37,1990,Yancey,0
2018,North Dakota,G3700830,36,38,10,Adams,0
2019,North Dakota,G3700850,36,38,30,Barnes,0
2020,North Dakota,G3700870,36,38,50,Benson,0
2021,North Dakota,G3700890,36,38,70,Billings,0
2022,North Dakota,G3700910,36,38,90,Bottineau,0
2023,North Dakota,G3700930,36,38,110,Bowman,0
2024,North Dakota,G3700950,36,38,130,Burke,0
2025,North Dakota,G3700970,36,38,150,Burleigh,0
2026,North Dakota,G3700990,36,38,170,Cass,0
2027,North Dakota,G3701010,36,38,190,Cavalier,0
2028,North Dakota,G3701030,36,38,210,Dickey,0
2029,North Dakota,G3701050,36,38,230,Divide,0
2030,North Dakota,G3701070,36,38,250,Dunn,0
2031,North Dakota,G3701090,36,38,270,Eddy,0
2032,North Dakota,G3701110,36,38,290,Emmons,0
2033,North Dakota,G3701130,36,38,310,Foster,0
2034,North Dakota,G3701150,36,38,330,Golden Valley,0
2035,North Dakota,G3701170,36,38,350,Grand Forks,0
2036,North Dakota,G3701190,36,38,370,Grant,0
2037,North Dakota,G3701210,36,38,390,Griggs,0
2038,North Dakota,G3701230,36,38,410,Hettinger,0
2039,North Dakota,G3701250,36,38,430,Kidder,0
2040,North Dakota,G3701270,36,38,450,LaMoure,0
2041,North Dakota,G3701290,36,38,470,Logan,0
2042,North Dakota,G3701310,36,38,490,McHenry,0
2043,North Dakota,G3701330,36,38,510,McIntosh,0
2044,North Dakota,G3701350,36,38,530,McKenzie,0
2045,North Dakota,G3701370,36,38,550,McLean,0
2046,North Dakota,G3701390,36,38,570,Mercer,0
2047,North Dakota,G3701410,36,38,590,Morton,0
2048,North Dakota,G3701430,36,38,610,Mountrail,0
2049,North Dakota,G3701450,36,38,630,Nelson,0
2050,North Dakota,G3701470,36,38,650,Oliver,0
2051,North Dakota,G3701490,36,38,670,Pembina,0
2052,North Dakota,G3701510,36,38,690,Pierce,0
2053,North Dakota,G3701530,36,38,710,Ramsey,0
2054,North Dakota,G3701550,36,38,730,Ransom,0
2055,North Dakota,G3701570,36,38,750,Renville,0
2056,North Dakota,G3701590,36,38,770,Richland,0
2057,North Dakota,G3701610,36,38,790,Rolette,0
2058,North Dakota,G3701630,36,38,810,Sargent,0
2059,North Dakota,G3701650,36,38,830,Sheridan,0
2060,North Dakota,G3701670,36,38,850,Sioux,0
2061,North Dakota,G3701690,36,38,870,Slope,0
2062,North Dakota,G3701710,36,38,890,Stark,0
2063,North Dakota,G3701730,36,38,910,Steele,0
2064,North Dakota,G3701750,36,38,930,Stutsman,0
2065,North Dakota,G3701770,36,38,950,Towner,0
2066,North Dakota,G3701790,36,38,970,Traill,0
2067,North Dakota,G3701810,36,38,990,Walsh,0
2068,North Dakota,G3701830,36,38,1010,Ward,0
2069,North Dakota,G3701850,36,38,1030,Wells,0
2070,North Dakota,G3701870,36,38,1050,Williams,0
2071,Ohio,G3701890,24,39,10,Adams,0
2072,Ohio,G3701910,24,39,30,Allen,0
2073,Ohio,G3701930,24,39,50,Ashland,0
2074,Ohio,G3701950,24,39,70,Ashtabula,0
2075,Ohio,G3701970,24,39,90,Athens,0
2076,Ohio,G3701990,24,39,110,Auglaize,0
2077,Ohio,G3800010,24,39,130,Belmont,0
2078,Ohio,G3800030,24,39,150,Brown,0
2079,Ohio,G3800050,24,39,170,Butler,0
2080,Ohio,G3800070,24,39,190,Carroll,0
2081,Ohio,G3800090,24,39,210,Champaign,0
2082,Ohio,G3800110,24,39,230,Clark,0
2083,Ohio,G3800130,24,39,250,Clermont,0
2084,Ohio,G3800150,24,39,270,Clinton,0
2085,Ohio,G3800170,24,39,290,Columbiana,0
2086,Ohio,G3800190,24,39,310,Coshocton,0
2087,Ohio,G3800210,24,39,330,Crawford,0
2088,Ohio,G3800230,24,39,350,Cuyahoga,1
2089,Ohio,G3800250,24,39,370,Darke,0
2090,Ohio,G3800270,24,39,390,Defiance,0
2091,Ohio,G3800290,24,39,410,Delaware,0
2092,Ohio,G3800310,24,39,430,Erie,0
2093,Ohio,G3800330,24,39,450,Fairfield,0
2094,Ohio,G3800350,24,39,470,Fayette,0
2095,Ohio,G3800370,24,39,490,Franklin,1
2096,Ohio,G3800390,24,39,510,Fulton,0
2097,Ohio,G3800410,24,39,530,Gallia,0
2098,Ohio,G3800430,24,39,550,Geauga,0
2099,Ohio,G3800450,24,39,570,Greene,0
2100,Ohio,G3800470,24,39,590,Guernsey,0
2101,Ohio,G3800490,24,39,610,Hamilton,1
2102,Ohio,G3800510,24,39,630,Hancock,0
2103,Ohio,G3800530,24,39,650,Hardin,0
2104,Ohio,G3800550,24,39,670,Harrison,0
2105,Ohio,G3800570,24,39,690,Henry,0
2106,Ohio,G3800590,24,39,710,Highland,0
2107,Ohio,G3800610,24,39,730,Hocking,0
2108,Ohio,G3800630,24,39,750,Holmes,0
2109,Ohio,G3800650,24,39,770,Huron,0
2110,Ohio,G3800670,24,39,790,Jackson,0
2111,Ohio,G3800690,24,39,810,Jefferson,0
2112,Ohio,G3800710,24,39,830,Knox,0
2113,Ohio,G3800730,24,39,850,Lake,0
2114,Ohio,G3800750,24,39,870,Lawrence,0
2115,Ohio,G3800770,24,39,890,Licking,0
2116,Ohio,G3800790,24,39,910,Logan,0
2117,Ohio,G3800810,24,39,930,Lorain,1
2118,Ohio,G3800830,24,39,950,Lucas,0
2119,Ohio,G3800850,24,39,970,Madison,0
