,STATE,GISJOIN,STATEICP,STATEFIPS,COUNTYFIPS,ALLCOUNTIES,corrected_GISJOIN,EPLRA1
843,Iowa,G1801230,31.0,19,570,Des Moines,G1900570,0
844,Iowa,G1801250,31.0,19,590,Dickinson,G1900590,0
845,Iowa,G1801270,31.0,19,610,Dubuque,G1900610,1
846,Iowa,G1801290,31.0,19,630,Emmet,G1900630,0
847,Iowa,G1801310,31.0,19,650,Fayette,G1900650,0
848,Iowa,G1801330,31.0,19,670,Floyd,G1900670,0
849,Iowa,G1801350,31.0,19,690,Franklin,G1900690,0
850,Iowa,G1801370,31.0,19,710,Fremont,G1900710,0
851,Iowa,G1801390,31.0,19,730,Greene,G1900730,0
852,Iowa,G1801410,31.0,19,750,Grundy,G1900750,0
853,Iowa,G1801430,31.0,19,770,Guthrie,G1900770,0
854,Iowa,G1801450,31.0,19,790,Hamilton,G1900790,0
855,Iowa,G1801470,31.0,19,810,Hancock,G1900810,0
856,Iowa,G1801490,31.0,19,830,Hardin,G1900830,0
857,Iowa,G1801510,31.0,19,850,Harrison,G1900850,0
858,Iowa,G1801530,31.0,19,870,Henry,G1900870,0
859,Iowa,G1801550,31.0,19,890,Howard,G1900890,0
860,Iowa,G1801570,31.0,19,910,Humboldt,G1900910,0
861,Iowa,G1801590,31.0,19,930,Ida,G1900930,0
862,Iowa,G1801610,31.0,19,950,Iowa,G1900950,0
863,Iowa,G1801630,31.0,19,970,Jackson,G1900970,0
864,Iowa,G1801650,31.0,19,990,Jasper,G1900990,0
865,Iowa,G1801670,31.0,19,1010,Jefferson,G1901010,0
866,Iowa,G1801690,31.0,19,1030,Johnson,G1901030,0
867,Iowa,G1801710,31.0,19,1050,Jones,G1901050,0
868,Iowa,G1801730,31.0,19,1070,Keokuk,G1901070,0
869,Iowa,G1801750,31.0,19,1090,Kossuth,G1901090,0
870,Iowa,G1801770,31.0,19,1110,Lee,G1901110,0
871,Iowa,G1801790,31.0,19,1130,Linn,G1901130,0
872,Iowa,G1801810,31.0,19,1150,Louisa,G1901150,0
873,Iowa,G1801830,31.0,19,1170,Lucas,G1901170,0
874,Iowa,G1900010,31.0,19,1190,Lyon,G1901190,0
875,Iowa,G1900030,31.0,19,1210,Madison,G1901210,0
876,Iowa,G1900050,31.0,19,1230,Mahaska,G1901230,0
877,Iowa,G1900070,31.0,19,1250,Marion,G1901250,0
878,Iowa,G1900090,31.0,19,1270,Marshall,G1901270,0
879,Iowa,G1900110,31.0,19,1290,Mills,G1901290,0
880,Iowa,G1900130,31.0,19,1310,Mitchell,G1901310,0
881,Iowa,G1900150,31.0,19,1330,Monona,G1901330,0
882,Iowa,G1900170,31.0,19,1350,Monroe,G1901350,0
883,Iowa,G1900190,31.0,19,1370,Montgomery,G1901370,0
884,Iowa,G1900210,31.0,19,1390,Muscatine,G1901390,0
885,Iowa,G1900230,31.0,19,1410,O Brien,G1901410,0
886,Iowa,G1900250,31.0,19,1430,Osceola,G1901430,0
887,Iowa,G1900270,31.0,19,1450,Page,G1901450,0
888,Iowa,G1900290,31.0,19,1470,Palo Alto,G1901470,0
889,Iowa,G1900310,31.0,19,1490,Plymouth,G1901490,1
890,Iowa,G1900330,31.0,19,1510,Pocahontas,G1901510,0
891,Iowa,G1900350,31.0,19,1530,Polk,G1901530,1
892,Iowa,G1900370,31.0,19,1550,Pottawattamie,G1901550,1
893,Iowa,G1900390,31.0,19,1570,Poweshiek,G1901570,0
894,Iowa,G1900410,31.0,19,1590,Ringgold,G1901590,0
895,Iowa,G1900430,31.0,19,1610,Sac,G1901610,0
896,Iowa,G1900450,31.0,19,1630,Scott,G1901630,1
897,Iowa,G1900470,31.0,19,1650,Shelby,G1901650,0
898,Iowa,G1900490,31.0,19,1670,Sioux,G1901670,0
899,Iowa,G1900510,31.0,19,1690,Story,G1901690,0
900,Iowa,G1900530,31.0,19,1710,Tama,G1901710,0
901,Iowa,G1900550,31.0,19,1730,Taylor,G1901730,0
902,Iowa,G1900570,31.0,19,1750,Union,G1901750,0
903,Iowa,G1900590,31.0,19,1770,Van Buren,G1901770,0
904,Iowa,G1900610,31.0,19,1790,Wapello,G1901790,0
905,Iowa,G1900630,31.0,19,1810,Warren,G1901810,0
906,Iowa,G1900650,31.0,19,1830,Washington,G1901830,0
907,Iowa,G1900670,31.0,19,1850,Wayne,G1901850,0
908,Iowa,G1900690,31.0,19,1870,Webster,G1901870,0
909,Iowa,G1900710,31.0,19,1890,Winnebago,G1901890,0
910,Iowa,G1900730,31.0,19,1910,Winneshiek,G1901910,0
911,Iowa,G1900750,31.0,19,1930,Woodbury,G1901930,1
912,Iowa,G1900770,31.0,19,1950,Worth,G1901950,0
913,Iowa,G1900790,31.0,19,1970,Wright,G1901970,0
914,Kansas,G1900810,32.0,20,10,Allen,G2000010,0
915,Kansas,G1900830,32.0,20,30,Anderson,G2000030,0
916,Kansas,G1900850,32.0,20,50,Atchison,G2000050,0
917,Kansas,G1900870,32.0,20,70,Barber,G2000070,0
918,Kansas,G1900890,32.0,20,90,Barton,G2000090,0
919,Kansas,G1900910,32.0,20,110,Bourbon,G2000110,0
920,Kansas,G1900930,32.0,20,130,Brown,G2000130,0
921,Kansas,G1900950,32.0,20,150,Butler,G2000150,0
922,Kansas,G1900970,32.0,20,170,Chase,G2000170,0
923,Kansas,G1900990,32.0,20,190,Chautauqua,G2000190,0
924,Kansas,G1901010,32.0,20,210,Cherokee,G2000210,0
925,Kansas,G1901030,32.0,20,230,Cheyenne,G2000230,0
926,Kansas,G1901050,32.0,20,250,Clark,G2000250,0
927,Kansas,G1901070,32.0,20,270,Clay,G2000270,0
928,Kansas,G1901090,32.0,20,290,Cloud,G2000290,0
929,Kansas,G1901110,32.0,20,310,Coffey,G2000310,0
930,Kansas,G1901130,32.0,20,330,Comanche,G2000330,0
931,Kansas,G1901150,32.0,20,350,Cowley,G2000350,0
932,Kansas,G1901170,32.0,20,370,Crawford,G2000370,0
933,Kansas,G1901190,32.0,20,390,Decatur,G2000390,0
934,Kansas,G1901210,32.0,20,410,Dickinson,G2000410,0
935,Kansas,G1901230,32.0,20,430,Doniphan,G2000430,0
936,Kansas,G1901250,32.0,20,450,Douglas,G2000450,0
937,Kansas,G1901270,32.0,20,470,Edwards,G2000470,0
938,Kansas,G1901290,32.0,20,490,Elk,G2000490,0
939,Kansas,G1901310,32.0,20,510,Ellis,G2000510,0
940,Kansas,G1901330,32.0,20,530,Ellsworth,G2000530,0
941,Kansas,G1901350,32.0,20,550,Finney,G2000550,0
942,Kansas,G1901370,32.0,20,570,Ford,G2000570,0
943,Kansas,G1901390,32.0,20,590,Franklin,G2000590,0
944,Kansas,G1901410,32.0,20,610,Geary,G2000610,0
945,Kansas,G1901430,32.0,20,630,Gove,G2000630,0
946,Kansas,G1901450,32.0,20,650,Graham,G2000650,0
947,Kansas,G1901470,32.0,20,670,Grant,G2000670,0
948,Kansas,G1901490,32.0,20,690,Gray,G2000690,0
949,Kansas,G1901510,32.0,20,710,Greeley,G2000710,0
950,Kansas,G1901530,32.0,20,730,Greenwood,G2000730,0
951,Kansas,G1901550,32.0,20,750,Hamilton,G2000750,0
952,Kansas,G1901570,32.0,20,770,Harper,G2000770,0
953,Kansas,G1901590,32.0,20,790,Harvey,G2000790,0
954,Kansas,G1901610,32.0,20,810,Haskell,G2000810,0
955,Kansas,G1901630,32.0,20,830,Hodgeman,G2000830,0
956,Kansas,G1901650,32.0,20,850,Jackson,G2000850,0
957,Kansas,G1901670,32.0,20,870,Jefferson,G2000870,0
958,Kansas,G1901690,32.0,20,890,Jewell,G2000890,0
959,Kansas,G1901710,32.0,20,910,Johnson,G2000910,1
960,Kansas,G1901730,32.0,20,930,Kearny,G2000930,0
961,Kansas,G1901750,32.0,20,950,Kingman,G2000950,0
962,Kansas,G1901770,32.0,20,970,Kiowa,G2000970,0
963,Kansas,G1901790,32.0,20,990,Labette,G2000990,0
964,Kansas,G1901810,32.0,20,1010,Lane,G2001010,0
965,Kansas,G1901830,32.0,20,1030,Leavenworth,G2001030,0
966,Kansas,G1901850,32.0,20,1050,Lincoln,G2001050,0
967,Kansas,G1901870,32.0,20,1070,Linn,G2001070,0
968,Kansas,G1901890,32.0,20,1090,Logan,G2001090,0
969,Kansas,G1901910,32.0,20,1110,Lyon,G2001110,0
970,Kansas,G1901950,32.0,20,1150,Marion,G2001150,0
971,Kansas,G1901970,32.0,20,1170,Marshall,G2001170,0
972,Kansas,G1901930,32.0,20,1130,McPherson,G2001130,0
973,Kansas,G2000010,32.0,20,1190,Meade,G2001190,0
974,Kansas,G2000030,32.0,20,1210,Miami,G2001210,0
975,Kansas,G2000050,32.0,20,1230,Mitchell,G2001230,0
976,Kansas,G2000070,32.0,20,1250,Montgomery,G2001250,0
977,Kansas,G2000090,32.0,20,1270,Morris,G2001270,0
978,Kansas,G2000110,32.0,20,1290,Morton,G2001290,0
979,Kansas,G2000130,32.0,20,1310,Nemaha,G2001310,0
980,Kansas,G2000150,32.0,20,1330,Neosho,G2001330,0
981,Kansas,G2000170,32.0,20,1350,Ness,G2001350,0
982,Kansas,G2000190,32.0,20,1370,Norton,G2001370,0
983,Kansas,G2000210,32.0,20,1390,Osage,G2001390,0
984,Kansas,G2000230,32.0,20,1410,Osborne,G2001410,0
985,Kansas,G2000250,32.0,20,1430,Ottawa,G2001430,0
986,Kansas,G2000270,32.0,20,1450,Pawnee,G2001450,0
987,Kansas,G2000290,32.0,20,1470,Phillips,G2001470,0
988,Kansas,G2000310,32.0,20,1490,Pottawatomie,G2001490,0
989,Kansas,G2000330,32.0,20,1510,Pratt,G2001510,0
990,Kansas,G2000350,32.0,20,1530,Rawlins,G2001530,0
991,Kansas,G2000370,32.0,20,1550,Reno,G2001550,0
992,Kansas,G2000390,32.0,20,1570,Republic,G2001570,0
993,Kansas,G2000410,32.0,20,1590,Rice,G2001590,0
994,Kansas,G2000430,32.0,20,1610,Riley,G2001610,0
995,Kansas,G2000450,32.0,20,1630,Rooks,G2001630,0
996,Kansas,G2000470,32.0,20,1650,Rush,G2001650,0
997,Kansas,G2000490,32.0,20,1670,Russell,G2001670,0
998,Kansas,G2000510,32.0,20,1690,Saline,G2001690,0
999,Kansas,G2000530,32.0,20,1710,Scott,G2001710,0
1000,Kansas,G2000550,32.0,20,1730,Sedgwick,G2001730,1
1001,Kansas,G2000570,32.0,20,1750,Seward,G2001750,0
1002,Kansas,G2000590,32.0,20,1770,Shawnee,G2001770,1
1003,Kansas,G2000610,32.0,20,1790,Sheridan,G2001790,0
1004,Kansas,G2000630,32.0,20,1810,Sherman,G2001810,0
1005,Kansas,G2000650,32.0,20,1830,Smith,G2001830,0
1006,Kansas,G2000670,32.0,20,1850,Stafford,G2001850,0
1007,Kansas,G2000690,32.0,20,1870,Stanton,G2001870,0
1008,Kansas,G2000710,32.0,20,1890,Stevens,G2001890,0
1009,Kansas,G2000730,32.0,20,1910,Sumner,G2001910,0
1010,Kansas,G2000750,32.0,20,1930,Thomas,G2001930,0
1011,Kansas,G2000770,32.0,20,1950,Trego,G2001950,0
1012,Kansas,G2000790,32.0,20,1970,Wabaunsee,G2001970,0
1013,Kansas,G2000810,32.0,20,1990,Wallace,G2001990,0
1014,Kansas,G2000830,32.0,20,2010,Washington,G2002010,0
1015,Kansas,G2000850,32.0,20,2030,Wichita,G2002030,0
1016,Kansas,G2000870,32.0,20,2050,Wilson,G2002050,0
1017,Kansas,G2000890,32.0,20,2070,Woodson,G2002070,0
1018,Kansas,G2000910,32.0,20,2090,Wyandotte,G2002090,1
1019,Kentucky,G2000930,51.0,21,10,Adair,G2100010,0
1020,Kentucky,G2000950,51.0,21,30,Allen,G2100030,0
1021,Kentucky,G2000970,51.0,21,50,Anderson,G2100050,0
1022,Kentucky,G2000990,51.0,21,70,Ballard,G2100070,0
1023,Kentucky,G2001010,51.0,21,90,Barren,G2100090,0
1024,Kentucky,G2001030,51.0,21,110,Bath,G2100110,0
1025,Kentucky,G2001050,51.0,21,130,Bell,G2100130,0
1026,Kentucky,G2001070,51.0,21,150,Boone,G2100150,0
1027,Kentucky,G2001090,51.0,21,170,Bourbon,G2100170,0
1028,Kentucky,G2001110,51.0,21,190,Boyd,G2100190,0
1029,Kentucky,G2001130,51.0,21,210,Boyle,G2100210,0
1030,Kentucky,G2001150,51.0,21,230,Bracken,G2100230,0
1031,Kentucky,G2001170,51.0,21,250,Breathitt,G2100250,0
1032,Kentucky,G2001190,51.0,21,270,Breckinridge,G2100270,0
1033,Kentucky,G2001210,51.0,21,290,Bullitt,G2100290,0
1034,Kentucky,G2001230,51.0,21,310,Butler,G2100310,0
1035,Kentucky,G2001250,51.0,21,330,Caldwell,G2100330,0
1036,Kentucky,G2001270,51.0,21,350,Calloway,G2100350,0
1037,Kentucky,G2001290,51.0,21,370,Campbell,G2100370,1
1038,Kentucky,G2001310,51.0,21,390,Carlisle,G2100390,0
1039,Kentucky,G2001330,51.0,21,410,Carroll,G2100410,0
1040,Kentucky,G2001350,51.0,21,430,Carter,G2100430,0
1041,Kentucky,G2001370,51.0,21,450,Casey,G2100450,0
1042,Kentucky,G2001390,51.0,21,470,Christian,G2100470,0
1043,Kentucky,G2001410,51.0,21,490,Clark,G2100490,0
1044,Kentucky,G2001430,51.0,21,510,Clay,G2100510,0
1045,Kentucky,G2001450,51.0,21,530,Clinton,G2100530,0
1046,Kentucky,G2001470,51.0,21,550,Crittenden,G2100550,0
1047,Kentucky,G2001490,51.0,21,570,Cumberland,G2100570,0
1048,Kentucky,G2001510,51.0,21,590,Daviess,G2100590,0
1049,Kentucky,G2001530,51.0,21,610,Edmonson,G2100610,0
1050,Kentucky,G2001550,51.0,21,630,Elliott,G2100630,0
1051,Kentucky,G2001570,51.0,21,650,Estill,G2100650,0
1052,Kentucky,G2001590,51.0,21,670,Fayette,G2100670,1
1053,Kentucky,G2001610,51.0,21,690,Fleming,G2100690,0
1054,Kentucky,G2001630,51.0,21,710,Floyd,G2100710,0
1055,Kentucky,G2001650,51.0,21,730,Franklin,G2100730,0
1056,Kentucky,G2001670,51.0,21,750,Fulton,G2100750,0
1057,Kentucky,G2001690,51.0,21,770,Gallatin,G2100770,0
1058,Kentucky,G2001710,51.0,21,790,Garrard,G2100790,0
1059,Kentucky,G2001730,51.0,21,810,Grant,G2100810,0
1060,Kentucky,G2001750,51.0,21,830,Graves,G2100830,0
1061,Kentucky,G2001770,51.0,21,850,Grayson,G2100850,0
1062,Kentucky,G2001790,51.0,21,870,Green,G2100870,0
1063,Kentucky,G2001810,51.0,21,890,Greenup,G2100890,0
1064,Kentucky,G2001830,51.0,21,910,Hancock,G2100910,0
1065,Kentucky,G2001850,51.0,21,930,Hardin,G2100930,0
1066,Kentucky,G2001870,51.0,21,950,Harlan,G2100950,0
1067,Kentucky,G2001890,51.0,21,970,Harrison,G2100970,0
1068,Kentucky,G2001910,51.0,21,990,Hart,G2100990,0
1069,Kentucky,G2001930,51.0,21,1010,Henderson,G2101010,1
1070,Kentucky,G2001950,51.0,21,1030,Henry,G2101030,0
1071,Kentucky,G2001970,51.0,21,1050,Hickman,G2101050,0
1072,Kentucky,G2001990,51.0,21,1070,Hopkins,G2101070,0
1073,Kentucky,G2002010,51.0,21,1090,Jackson,G2101090,0
1074,Kentucky,G2002030,51.0,21,1110,Jefferson,G2101110,1
1075,Kentucky,G2002050,51.0,21,1130,Jessamine,G2101130,0
1076,Kentucky,G2002070,51.0,21,1150,Johnson,G2101150,0
1077,Kentucky,G2002090,51.0,21,1170,Kenton,G2101170,1
1078,Kentucky,G2100010,51.0,21,1190,Knott,G2101190,0
1079,Kentucky,G2100030,51.0,21,1210,Knox,G2101210,0
1080,Kentucky,G2100050,51.0,21,1230,Larue,G2101230,0
1081,Kentucky,G2100070,51.0,21,1250,Laurel,G2101250,0
1082,Kentucky,G2100090,51.0,21,1270,Lawrence,G2101270,0
1083,Kentucky,G2100110,51.0,21,1290,Lee,G2101290,0
1084,Kentucky,G2100130,51.0,21,1310,Leslie,G2101310,0
1085,Kentucky,G2100150,51.0,21,1330,Letcher,G2101330,0
1086,Kentucky,G2100170,51.0,21,1350,Lewis,G2101350,0
1087,Kentucky,G2100190,51.0,21,1370,Lincoln,G2101370,0
1088,Kentucky,G2100210,51.0,21,1390,Livingston,G2101390,0
1089,Kentucky,G2100230,51.0,21,1410,Logan,G2101410,0
1090,Kentucky,G2100250,51.0,21,1430,Lyon,G2101430,0
1091,Kentucky,G2100330,51.0,21,1510,Madison,G2101510,0
1092,Kentucky,G2100350,51.0,21,1530,Magoffin,G2101530,0
1093,Kentucky,G2100370,51.0,21,1550,Marion,G2101550,0
1094,Kentucky,G2100390,51.0,21,1570,Marshall,G2101570,0
1095,Kentucky,G2100410,51.0,21,1590,Martin,G2101590,0
1096,Kentucky,G2100430,51.0,21,1610,Mason,G2101610,0
1097,Kentucky,G2100270,51.0,21,1450,McCracken,G2101450,0
1098,Kentucky,G2100290,51.0,21,1470,McCreary,G2101470,0
1099,Kentucky,G2100310,51.0,21,1490,McLean,G2101490,0
1100,Kentucky,G2100450,51.0,21,1630,Meade,G2101630,0
1101,Kentucky,G2100470,51.0,21,1650,Menifee,G2101650,0
1102,Kentucky,G2100490,51.0,21,1670,Mercer,G2101670,0
1103,Kentucky,G2100510,51.0,21,1690,Metcalfe,G2101690,0
1104,Kentucky,G2100530,51.0,21,1710,Monroe,G2101710,0
1105,Kentucky,G2100550,51.0,21,1730,Montgomery,G2101730,0
1106,Kentucky,G2100570,51.0,21,1750,Morgan,G2101750,0
1107,Kentucky,G2100590,51.0,21,1770,Muhlenberg,G2101770,0
1108,Kentucky,G2100610,51.0,21,1790,Nelson,G2101790,0
1109,Kentucky,G2100630,51.0,21,1810,Nicholas,G2101810,0
1110,Kentucky,G2100650,51.0,21,1830,Ohio,G2101830,0
1111,Kentucky,G2100670,51.0,21,1850,Oldham,G2101850,0
1112,Kentucky,G2100690,51.0,21,1870,Owen,G2101870,0
1113,Kentucky,G2100710,51.0,21,1890,Owsley,G2101890,0
1114,Kentucky,G2100730,51.0,21,1910,Pendleton,G2101910,0
1115,Kentucky,G2100750,51.0,21,1930,Perry,G2101930,0
1116,Kentucky,G2100770,51.0,21,1950,Pike,G2101950,0
1117,Kentucky,G2100790,51.0,21,1970,Powell,G2101970,0
1118,Kentucky,G2100810,51.0,21,1990,Pulaski,G2101990,0
1119,Kentucky,G2100830,51.0,21,2010,Robertson,G2102010,0
1120,Kentucky,G2100850,51.0,21,2030,Rockcastle,G2102030,0
1121,Kentucky,G2100870,51.0,21,2050,Rowan,G2102050,0
1122,Kentucky,G2100890,51.0,21,2070,Russell,G2102070,0
1123,Kentucky,G2100910,51.0,21,2090,Scott,G2102090,0
1124,Kentucky,G2100930,51.0,21,2110,Shelby,G2102110,0
1125,Kentucky,G2100950,51.0,21,2130,Simpson,G2102130,0
1126,Kentucky,G2100970,51.0,21,2150,Spencer,G2102150,0
1127,Kentucky,G2100990,51.0,21,2170,Taylor,G2102170,0
1128,Kentucky,G2101010,51.0,21,2190,Todd,G2102190,0
1129,Kentucky,G2101030,51.0,21,2210,Trigg,G2102210,0
1130,Kentucky,G2101050,51.0,21,2230,Trimble,G2102230,0
1131,Kentucky,G2101070,51.0,21,2250,Union,G2102250,0
1132,Kentucky,G2101090,51.0,21,2270,Warren,G2102270,0
1133,Kentucky,G2101110,51.0,21,2290,Washington,G2102290,0
1134,Kentucky,G2101130,51.0,21,2310,Wayne,G2102310,0
1135,Kentucky,G2101150,51.0,21,2330,Webster,G2102330,0
1136,Kentucky,G2101170,51.0,21,2350,Whitley,G2102350,0
1137,Kentucky,G2101190,51.0,21,2370,Wolfe,G2102370,0
1138,Kentucky,G2101210,51.0,21,2390,Woodford,G2102390,0
1139,Louisiana,G2101230,45.0,22,10,Acadia,G2200010,0
1140,Louisiana,G2101250,45.0,22,30,Allen,G2200030,0
1141,Louisiana,G2101270,45.0,22,50,Ascension,G2200050,0
1142,Louisiana,G2101290,45.0,22,70,Assumption,G2200070,0
1143,Louisiana,G2101310,45.0,22,90,Avoyelles,G2200090,0
1144,Louisiana,G2101330,45.0,22,110,Beauregard,G2200110,0
1145,Louisiana,G2101350,45.0,22,130,Bienville,G2200130,0
1146,Louisiana,G2101370,45.0,22,150,Bossier,G2200150,1
1147,Louisiana,G2101390,45.0,22,170,Caddo,G2200170,1
1148,Louisiana,G2101410,45.0,22,190,Calcasieu,G2200190,0
1149,Louisiana,G2101430,45.0,22,210,Caldwell,G2200210,0
1150,Louisiana,G2101450,45.0,22,230,Cameron,G2200230,0
1151,Louisiana,G2101470,45.0,22,250,Catahoula,G2200250,0
1152,Louisiana,G2101490,45.0,22,270,Claiborne,G2200270,0
1153,Louisiana,G2101510,45.0,22,290,Concordia,G2200290,0
1154,Louisiana,G2101530,45.0,22,310,De Soto,G2200310,0
1155,Louisiana,G2101550,45.0,22,330,East Baton Rouge,G2200330,0
1156,Louisiana,G2101570,45.0,22,350,East Carroll,G2200350,0
1157,Louisiana,G2101590,45.0,22,370,East Feliciana,G2200370,0
1158,Louisiana,G2101610,45.0,22,390,Evangeline,G2200390,0
1159,Louisiana,G2101630,45.0,22,410,Franklin,G2200410,0
1160,Louisiana,G2101650,45.0,22,430,Grant,G2200430,0
1161,Louisiana,G2101670,45.0,22,450,Iberia,G2200450,0
1162,Louisiana,G2101690,45.0,22,470,Iberville,G2200470,0
1163,Louisiana,G2101710,45.0,22,490,Jackson,G2200490,0
1164,Louisiana,G2101730,45.0,22,510,Jefferson,G2200510,1
1165,Louisiana,G2101750,45.0,22,530,Jefferson Davis,G2200530,0
1166,Louisiana,G2101810,45.0,22,590,La Salle,G2200590,0
1167,Louisiana,G2101770,45.0,22,550,Lafayette,G2200550,0
1168,Louisiana,G2101790,45.0,22,570,Lafourche,G2200570,0
1169,Louisiana,G2101830,45.0,22,610,Lincoln,G2200610,0
1170,Louisiana,G2101850,45.0,22,630,Livingston,G2200630,0
1171,Louisiana,G2101870,45.0,22,650,Madison,G2200650,0
1172,Louisiana,G2101890,45.0,22,670,Morehouse,G2200670,0
1173,Louisiana,G2101910,45.0,22,690,Natchitoches,G2200690,0
1174,Louisiana,G2101930,45.0,22,710,Orleans,G2200710,1
1175,Louisiana,G2101950,45.0,22,730,Ouachita,G2200730,0
1176,Louisiana,G2101970,45.0,22,750,Plaquemines,G2200750,0
1177,Louisiana,G2101990,45.0,22,770,Pointe Coupee,G2200770,0
1178,Louisiana,G2102010,45.0,22,790,Rapides,G2200790,0
1179,Louisiana,G2102030,45.0,22,810,Red River,G2200810,0
1180,Louisiana,G2102050,45.0,22,830,Richland,G2200830,0
1181,Louisiana,G2102070,45.0,22,850,Sabine,G2200850,0
1182,Louisiana,G2102090,45.0,22,870,St Bernard,G2200870,1
1183,Louisiana,G2102110,45.0,22,890,St Charles,G2200890,0
1184,Louisiana,G2102130,45.0,22,910,St Helena,G2200910,0
1185,Louisiana,G2102150,45.0,22,930,St James,G2200930,0
1186,Louisiana,G2102170,45.0,22,950,St John The Baptist,G2200950,0
1187,Louisiana,G2102190,45.0,22,970,St Landry,G2200970,0
1188,Louisiana,G2102210,45.0,22,990,St Martin,G2200990,0
1189,Louisiana,G2102230,45.0,22,1010,St Mary,G2201010,0
1190,Louisiana,G2102250,45.0,22,1030,St Tammany,G2201030,0
1191,Louisiana,G2102270,45.0,22,1050,Tangipahoa,G2201050,0
1192,Louisiana,G2102290,45.0,22,1070,Tensas,G2201070,0
1193,Louisiana,G2102310,45.0,22,1090,Terrebonne,G2201090,0
1194,Louisiana,G2102330,45.0,22,1110,Union,G2201110,0
1195,Louisiana,G2102350,45.0,22,1130,Vermilion,G2201130,0
1196,Louisiana,G2102370,45.0,22,1150,Vernon,G2201150,0
1197,Louisiana,G2102390,45.0,22,1170,Washington,G2201170,0
1198,Louisiana,G2200010,45.0,22,1190,Webster,G2201190,0
1199,Louisiana,G2200030,45.0,22,1210,West Baton Rouge,G2201210,0
1200,Louisiana,G2200050,45.0,22,1230,West Carroll,G2201230,0
1201,Louisiana,G2200070,45.0,22,1250,West Feliciana,G2201250,0
1202,Louisiana,G2200090,45.0,22,1270,Winn,G2201270,0
1203,Maine,G2200110,2.0,23,10,Androscoggin,G2300010,0
1204,Maine,G2200130,2.0,23,30,Aroostook,G2300030,0
1205,Maine,G2200150,2.0,23,50,Cumberland,G2300050,0
1206,Maine,G2200170,2.0,23,70,Franklin,G2300070,0
1207,Maine,G2200190,2.0,23,90,Hancock,G2300090,0
1208,Maine,G2200210,2.0,23,110,Kennebec,G2300110,0
1209,Maine,G2200230,2.0,23,130,Knox,G2300130,0
1210,Maine,G2200250,2.0,23,150,Lincoln,G2300150,0
1211,Maine,G2200270,2.0,23,170,Oxford,G2300170,0
1212,Maine,G2200290,2.0,23,190,Penobscot,G2300190,0
1213,Maine,G2200310,2.0,23,210,Piscataquis,G2300210,0
1214,Maine,G2200330,2.0,23,230,Sagadahoc,G2300230,0
1215,Maine,G2200350,2.0,23,250,Somerset,G2300250,0
1216,Maine,G2200370,2.0,23,270,Waldo,G2300270,0
1217,Maine,G2200390,2.0,23,290,Washington,G2300290,0
1218,Maine,G2200410,2.0,23,310,York,G2300310,0
1219,Maryland,G2200430,52.0,24,10,Allegany,G2400010,0
1220,Maryland,G2200450,52.0,24,30,Anne Arundel,G2400030,1
1221,Maryland,G2200470,52.0,24,50,Baltimore,G2400050,1
1222,Maryland,G2200890,52.0,24,5100,Baltimore City,G2405100,1
1223,Maryland,G2200490,52.0,24,90,Calvert,G2400090,0
1224,Maryland,G2200510,52.0,24,110,Caroline,G2400110,0
1225,Maryland,G2200530,52.0,24,130,Carroll,G2400130,0
1226,Maryland,G2200550,52.0,24,150,Cecil,G2400150,0
1227,Maryland,G2200570,52.0,24,170,Charles,G2400170,0
1228,Maryland,G2200590,52.0,24,190,Dorchester,G2400190,0
1229,Maryland,G2200610,52.0,24,210,Frederick,G2400210,0
1230,Maryland,G2200630,52.0,24,230,Garrett,G2400230,0
1231,Maryland,G2200650,52.0,24,250,Harford,G2400250,0
1232,Maryland,G2200670,52.0,24,270,Howard,G2400270,0
1233,Maryland,G2200690,52.0,24,290,Kent,G2400290,0
1234,Maryland,G2200710,52.0,24,310,Montgomery,G2400310,0
1235,Maryland,G2200730,52.0,24,330,Prince Georges,G2400330,0
1236,Maryland,G2200750,52.0,24,350,Queen Anne's,G2400350,0
1237,Maryland,G2200790,52.0,24,390,Somerset,G2400390,0
1238,Maryland,G2200770,52.0,24,370,St Mary's,G2400370,0
1239,Maryland,G2200810,52.0,24,410,Talbot,G2400410,0
1240,Maryland,G2200830,52.0,24,430,Washington,G2400430,0
1241,Maryland,G2200850,52.0,24,450,Wicomico,G2400450,0
1242,Maryland,G2200870,52.0,24,470,Worcester,G2400470,0
1243,Massachusetts,G2200910,3.0,25,10,Barnstable,G2500010,0
1244,Massachusetts,G2200930,3.0,25,30,Berkshire,G2500030,0
1245,Massachusetts,G2200950,3.0,25,50,Bristol,G2500050,1
1246,Massachusetts,G2200970,3.0,25,70,Dukes,G2500070,0
1247,Massachusetts,G2200990,3.0,25,90,Essex,G2500090,1
1248,Massachusetts,G2201010,3.0,25,110,Franklin,G2500110,0
1249,Massachusetts,G2201030,3.0,25,130,Hampden,G2500130,1
1250,Massachusetts,G2201050,3.0,25,150,Hampshire,G2500150,1
1251,Massachusetts,G2201070,3.0,25,170,Middlesex,G2500170,1
1252,Massachusetts,G2201090,3.0,25,190,Nantucket,G2500190,0
1253,Massachusetts,G2201110,3.0,25,210,Norfolk,G2500210,1
1254,Massachusetts,G2201130,3.0,25,230,Plymouth,G2500230,1
1255,Massachusetts,G2201150,3.0,25,250,Suffolk,G2500250,1
